tools/gater_lane.py	STILL-NEEDED	drain finished drafts into the gate continuously while drafting still streams	tools/gater_lane.py:2 "the CONTINUOUS GATER: drain a drafting wave's finished drafts into parallel_gate"
tools/gen_engine_decls.py	SUPERSEDED	tools/conform_decls.py	its generated header was never adopted (src/shared/engine_decls.h does not exist); conform_decls answered the same conflicting-types class by moving decls to byte-truth — tools/conform_decls.py:4
tools/ghidra_apply_symbols.sh	STILL-NEEDED	mirror the curated symbol file into the analysis database headlessly with a real save	SETUP row: "The Ghidra MIRROR of the curated symbol file, headless with a real save"
tools/ghidra_scripts/DecompileAt.java	STILL-NEEDED	decompile one function at a given address straight from the analysis database	tools/ghidra_scripts/DecompileAt.java:1 "headless postScript: decompile the function at a given address"
tools/ghidra_scripts/ExportSymbols.java	STILL-NEEDED	export the analysis database's hand-authored symbols to a committable text file	tools/ghidra_scripts/ExportSymbols.java:1 "export all USER_DEFINED symbols (our manual RE work) to a committable text file"
tools/glm_parallel.sh	SUPERSEDED	tools/ox_campaign.py	ox_campaign runs the whole unattended shard loop (draw, draft, pre-filter, parallel gate, commit, ledger), where glm_parallel only fanned out drafting workers — tools/ox_campaign.py:4
tools/glm_reconcile.py	ONE-OFF	the measured verdict that the declaration wall is a reconciliation problem, plus the captured reasoning distilled into the cookbook (Phase 23 T10.7 A/B)	tools/glm_reconcile.py:2 "aim a REASONING model at the DEF-side loose-typing WALL"
tools/idiom_loop.py	SUPERSEDED	tools/idiom_serial.py	idiom_serial is the lane where "cracking member N teaches you something that makes member N+1 cheaper", the state-carrying form of the same meta-loop — tools/idiom_serial.py:7 "member N teaches you something that makes member N+1 cheaper"
tools/inject_capped_externs.py	STILL-NEEDED	free duplicate matches a share propagation skips as not self-contained	tools/inject_capped_externs.py:2 "free the reach>=N inline matches that dedup_propagate skips as"
tools/interleave_check.py	STILL-NEEDED	assert a read-only-data carve's interleave order equals the segment sequence	SETUP row: "Order <-> yaml consistency for an overlay's jtbl carve … position by position"
tools/jr_isolate.py	SUPERSEDED	tools/jr_isolate_all.py	jr_isolate_all is "the one-shot multi-cut resegment" isolating EVERY switch function in a binary, where jr_isolate cuts one — tools/jr_isolate_all.py:2
tools/lanes/bounce_drafter_on_queue.sh	SUPERSEDED	tools/lanes/relaunch_drafter_shell.sh	bouncing only the python "re-runs the OLD arguments" because bash fixes the loop body at parse time; the shell restart is the one that works — tools/lanes/relaunch_drafter_shell.sh:6
tools/lanes/distill.sh	STILL-NEEDED	run distillation beside drafting so learned idioms reach the next wave	tools/lanes/distill.sh:2 "the second half of the flywheel, running BESIDE drafting, never in front of it"
tools/lanes/elastic.sh	STILL-NEEDED	spend spare provider capacity on other work when the gate is the constraint	tools/lanes/elastic.sh:4 "When req/min collapses it is almost never a shortage of agents"
tools/lanes/forever.sh	STILL-NEEDED	keep an unattended campaign loop alive across run caps and crashes	tools/lanes/forever.sh:5 "survives the two things that end it: the --waves cap, and a crash"
tools/lanes/grinder_lane.sh	STILL-NEEDED	run the token-free permuter grinder beside a saturated gate	tools/lanes/grinder_lane.sh:4 "It is LLM-FREE and CPU-bound, so it runs BESIDE a saturated gater"
tools/lanes/launch_ox.sh	ONE-OFF	the sharded overnight campaign run it launched (its key file, endpoint and model are that campaign's)	tools/lanes/launch_ox.sh:2 "S58 ox campaign launcher. usage: launch_ox.sh <wave-tag> <n-shards>"
tools/lanes/maintenance.sh	STILL-NEEDED	run the free recovery and re-judgement passes whenever the gate is idle	tools/lanes/maintenance.sh:7 "The FREE lane on a loop: re-run the A-prop sibling remap whenever the gater is idle"
tools/lanes/relaunch_drafter_shell.sh	STILL-NEEDED	restart the drafting lane's shell at a queue boundary so new arguments apply	tools/lanes/relaunch_drafter_shell.sh:2 "Wait for the in-flight wave to QUEUE, then restart the drafter SHELL"
tools/lanes/resolver_lane.sh	STILL-NEEDED	re-judge, double-verify, stage and gate already-correct drafts for zero model tokens	tools/lanes/resolver_lane.sh:2 "THE INTEGRATION-RESOLVER LANE. Zero model tokens."
tools/lanes/restart_gater_when_idle.sh	STILL-NEEDED	restart the gating lane's shell between gates so a jobs change lands	tools/lanes/restart_gater_when_idle.sh:2 "Restart the gater SHELL once the current gate finishes"
tools/lanes/restart_main_lane_when_idle.sh	STILL-NEEDED	restart the executable lane's shell at its one safe boundary without losing work	tools/lanes/restart_main_lane_when_idle.sh:5 "The safe boundary is: no main-lane drafting agents alive AND no gate_main running"
tools/lanes/sibling_lane.sh	STILL-NEEDED	drive structural sibling sweeps with synthesized declarations, free of model tokens	tools/lanes/sibling_lane.sh:2 "The FREE sibling lane, via the tool that SYNTHESIZES declarations instead of carrying them"
tools/lanes/stallguard.sh	STILL-NEEDED	detect and repair lane stalls automatically on measured conditions	tools/lanes/stallguard.sh:2 "Automatic stall detection and repair. Runs every 60s, costs nothing, works at 3am."
tools/lanes/toolwork.sh	ONE-OFF	the tooling-design briefs it ran against an external model (its key, endpoint and model are that era's)	tools/lanes/toolwork.sh:6 "A TOOLING-DESIGN brief must read the build config and the tool sources"
tools/lanes/wait_distill.sh	STILL-NEEDED	block until a background lane raises its next batch, without polling	tools/lanes/wait_distill.sh:3 "so this is a self-reminder without polling (no sleep-then-tail loops)"
tools/lenmiss_route.py	ONE-OFF	the routed outcome of one length-drift near-miss pile (it consumes that audit's classified ledger)	tools/lenmiss_route.py:4 "Consumes the c294 gcc-read audit (.run/c294/audit_results.json, the classified near-miss"
tools/macro_draft.py	STILL-NEEDED	materialize a shared macro body back into a compilable standalone draft	tools/macro_draft.py:6 "conform_decls.py needs a byte-true DEFINITION to conform the fleet’s declarations to"
tools/mine_hindsight.py	ONE-OFF	the project's anchored hindsight index, gathered once for the retrospective and the wiki	tools/mine_hindsight.py:2 "gather every recorded hindsight in the project into one file with file:line anchors"
tools/o0_boundary.py	STILL-NEEDED	find and bank unoptimized functions stranded at an optimized region's boundary	tools/o0_boundary.py:2 "find (and optionally bank) -O0 functions STRANDED at an -O0 region's end"
tools/oracle/reg_renumber_swap.sh	STILL-NEEDED	decide whether a residual reorder is a scheduling choice or a register-grant consequence	tools/oracle/reg_renumber_swap.sh:5 "cannot tell from the diff whether the reorder is a SCHEDULING decision"
tools/p16_known_answer.py	SUPERSEDED	tools/p16_improve.py	p16_improve runs the same known-answer revert but CATEGORIZES every failure into an actionable harness class, so the loop produces fixes and not only a score — tools/p16_improve.py:6
tools/pads_audit.py	STILL-NEEDED	derive an object's inter-table padding spec from the bytes instead of searching	tools/pads_audit.py:2 "DERIVE each object's JTBL_PADS from the bytes instead of searching for it"
tools/payload_base_evidence.py	STILL-NEEDED	rank candidate load addresses for a payload that was never onboarded	tools/payload_base_evidence.py:2 "static, controls-gated base evidence for a never-onboarded disc payload"
tools/plumbing_groups.py	SUPERSEDED	tools/gate_triage.py	gate_triage routes a gate's own result set to the repair lane its verdict names, live, where plumbing_groups re-derived groups from stored ledgers — tools/gate_triage.py:2
tools/psyq_link_lib.py	STILL-NEEDED	link every used object of a vendor library and byte-verify each	tools/psyq_link_lib.py:2 "Link every used object of a PsyQ library and byte-verify each against the EXE"
tools/public_rewrite/absent_scan.py	ONE-OFF	the one-time public history rewrite it proved clean (docs/public-flip-runbook.md)	SETUP row: "tools/public_rewrite/ (P33 C1) The history-rewrite package"; the kit's manifest notes a project holding the firewall from commit one never needs it
tools/public_rewrite/run_filter.py	ONE-OFF	the one-time public history rewrite it executed (docs/public-flip-runbook.md)	tools/public_rewrite/run_filter.py:2 "compose and run the git-filter-repo rewrite inside the bare clone"
tools/ram_probe.py	STILL-NEEDED	capture and diff live console RAM across scenarios to type struct fields	tools/ram_probe.py:2 "RAM capture / diff / read for actor-struct field-typing"
tools/reconcile_slate.py	SUPERSEDED	tools/pregate_check.py	pregate_check validates a whole slate's declaration compatibility in seconds without a build, the same "before any rebuild is spent" goal made cheap — tools/pregate_check.py:2
tools/recover_drafts.py	SUPERSEDED	tools/agent_drafts_restore.py	agent_drafts_restore replays each Write/Edit/heredoc/cp/mv in order to rebuild the agent's FINAL deliverable, not just the files it can find — tools/agent_drafts_restore.py:2
tools/reloc_verify.py	STILL-NEEDED	catch a wrong-symbol or wrong-address draft the masked comparison scores as matching	tools/reloc_verify.py:4 "Closes three of the four oracle blindness classes catalogued in cookbook §87, BEFORE a gate cycle"
tools/residual_rules.py	SUPERSEDED	tools/residual_rules_b.py	SETUP row: "residual_rules.py + residual_rules_b.py (NEW, experimental) — residual->cookbook-lever classifiers; `_b` is the stronger (113/113 classified, 63% certain/high)"
tools/restage_matching.py	STILL-NEEDED	re-stage only drafts that match in their real unit so one failure is isolated	tools/restage_matching.py:2 "Re-stage ONLY the drafts that compile-and-MATCH in their REAL TU"
tools/restore_dropped_decls.py	STILL-NEEDED	restore file-scope declarations a code-share propagation deleted with the body	tools/restore_dropped_decls.py:2 "put back file-scope declarations a dedup propagation deleted"
tools/rtu_shadow.py	ONE-OFF	the measured gate-inversion decision (whether the cheap real-unit check should become the gate's stage 0)	tools/rtu_shadow.py:2 "shadow-mode rtu_match beside the wave gate, to decide whether to INVERT the gate"
tools/scan_leftovers.py	SUPERSEDED	tools/integration_resolver.py	integration_resolver is the standing zero-token lane that re-judges already-correct drafts against today's tree and banks them, rather than a one-shot sweep of scratch — tools/integration_resolver.py:2
tools/strand_census.py	STILL-NEEDED	check whether an open target already has a draft on disk before drafting it	tools/strand_census.py:5 "147 of 591 open functions already had a byte-correct draft on disk"
tools/stub_invariant_audit.py	STILL-NEEDED	negative-control the masked comparer: every stub's built object must equal its target	tools/stub_invariant_audit.py:2 "INCLUDE_ASM pastes the ORIGINAL assembly, so for EVERY stub … diff_object_s MUST be 0"
tools/sweep_citations.py	SUPERSEDED	tools/gccmap_cites.py	gccmap_cites tags every compiler-source citation in place with the tree it refers to and has a tree-free --check mode safe for CI — tools/gccmap_cites.py:4
tools/symcheck.py	SUPERSEDED	tools/reloc_verify.py	reloc_verify resolves every relocation and compares resolved words, closing three oracle blindness classes where symcheck compared symbol SETS only — tools/reloc_verify.py:4
tools/t5_bank.sh	SUPERSEDED	tools/gate_wave.py	gate_wave is the playbook's gate step: it splits table-bearing drafts off and runs both lanes concurrently instead of a serial per-arm judge — tools/gate_wave.py:2
tools/t5_distill_args.py	SUPERSEDED	tools/distill_scan.py	distill_scan keeps state as "novel-count at the time it was mined" so a re-gated wave is re-mined, which a per-wave slate builder cannot see — tools/distill_scan.py:4
tools/t5_targets.py	SUPERSEDED	tools/draw_waves.py	draw_waves is the playbook's draw step and draws several waves off the live open frontier cheapest-first, not one slate off a stored class file — tools/draw_waves.py:2
tools/t7_bank.py	SUPERSEDED	tools/gate_stage.py	gate_stage is the shared deterministic recovery/gate/log ladder every producer calls, generalizing this batch banking driver — tools/gate_stage.py:4
tools/test_o0_detect.py	STILL-NEEDED	negative-control the detector that decides a function's optimization level	tools/test_o0_detect.py:2 "negative control for match_one's -O0 auto-detection"
tools/test_reconcile_ledger.py	STILL-NEEDED	exercise a guarded repair path the full negative control never reaches	tools/test_reconcile_ledger.py:4 "The full-propagation negative control did not fire (that run SUCCEEDED), so the guarded"
tools/test_residual_class.py	STILL-NEEDED	unit-test a residual classifier on hand-encoded words, not on its own decoder	tools/test_residual_class.py:4 "verified against the encoding, not against our own decoder — a test"
tools/train_lora.py	STILL-NEEDED	fine-tune a code model into a matching specialist on the mined corpus	tools/train_lora.py:2 "QLoRA fine-tune a code model into a … MATCHING specialist"
tools/treelock.sh	SUPERSEDED	tools/shared_lock.py	shared_lock is a reader/writer lock over only the fleet-shared source state, so per-binary lanes run concurrently where a whole-tree mutex serialized them — tools/shared_lock.py:2
tools/twin_rescan.py	STILL-NEEDED	report which open stubs became mechanical remaps the moment one was banked	tools/twin_rescan.py:2 "after a bank, report what just became a REMAP instead of a draft"
tools/uniquify_type.py	STILL-NEEDED	give each conflicting camp of a same-named type its own name so both become liftable	tools/uniquify_type.py:2 "give each CAMP of a same-named type its own name, so every camp becomes liftable"
tools/verbatim_to_stub.py	STILL-NEEDED	turn an inline-assembly body back into a stub the toolchain can reach	tools/verbatim_to_stub.py:6 "They are real remaining work and they are UNREACHABLE by the toolchain"
tools/verify_binary.py	STILL-NEEDED	byte-verify one binary by hand the only correct way, re-extract included	tools/verify_binary.py:2 "the ONLY correct way to byte-verify one binary by hand"
tools/verify_contract.sh	STILL-NEEDED	prove the whole byte-identity contract end to end from a committed tree	tools/verify_contract.sh:2 "THE recorded verification run of the byte-identity contract"
tools/verify_map_findings.py	ONE-OFF	the machine-checked verdicts of one codegen-map audit (docs/gcc-2.7.2-map/regalloc.md)	tools/verify_map_findings.py:4 "The regalloc.md re-derivation asks agents to classify each claim … An agent's verdict is a CLAIM, not evidence"
tools/wall_taxonomy.py	SUPERSEDED	tools/frontier_classify.py	frontier_classify names the TRUE blocker of every open function fleet-wide and deterministically, where wall_taxonomy ran the drafting pipeline over one canonical binary's stubs — tools/frontier_classify.py:2
tools/warmstart.py	SUPERSEDED	tools/permuter_sweep.py	permuter_sweep is the playbook's hand-off of a wave's NEARs to the permuter, filtered to the ones worth the CPU — tools/permuter_sweep.py:2
tools/weave_sweep.py	STILL-NEEDED	apply one proven codegen lever everywhere the bytes say it belongs	SETUP row: "scores each open stub's stored drafts, classifies the disagreement from the residual, applies the clobber only to WEAVE-SUNK"
